id,season,city,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin_type,result_margin,team1_score,team2_score,eliminator,umpire1,umpire2
260,2020,Mumbai,"Wankhede Stadium, Mumbai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,normal,runs,30,233,203,N,J Madanagopal,C Shamshuddin
261,2020,Delhi,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Rajasthan Royals,normal,runs,23,195,218,N,K Ananthapadmanabhan,S Ravi
262,2020,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,normal,runs,51,220,169,N,R Pandit,K Ananthapadmanabhan
263,2020,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,normal,runs,3,190,187,N,R Pandit,C Shamshuddin
264,2020,Mumbai,"Wankhede Stadium, Mumbai",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,normal,wickets,3,204,209,N,M Erasmus,J Madanagopal
265,2020,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Punjab Kings,normal,wickets,3,187,188,N,P Reiffel,A Deshmukh
266,2020,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,Kolkata Knight Riders,normal,runs,31,185,154,N,M Erasmus,K Ananthapadmanabhan
267,2020,Mumbai,"Wankhede Stadium, Mumbai",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,normal,runs,6,202,196,N,C Shamshuddin,K Ananthapadmanabhan
268,2020,Mumbai,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Punjab Kings,normal,runs,15,186,201,N,N Menon,M Erasmus
269,2020,Chennai,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,normal,runs,20,156,176,N,J Madanagopal,V Kulkarni
270,2020,Lucknow,"BRSABV Ekana Stadium, Lucknow",Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,normal,runs,85,185,100,N,N Menon,J Madanagopal
271,2020,Chennai,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Sunrisers Hyderabad,normal,wickets,9,185,189,N,P Reiffel,R Pandit
272,2020,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,bat,Royal Challengers Bengaluru,normal,wickets,6,149,150,N,V Kulkarni,C Shamshuddin
273,2020,Delhi,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,normal,runs,141,232,91,N,J Madanagopal,M Erasmus
274,2020,Delhi,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Punjab Kings,Punjab Kings,field,Punjab Kings,normal,wickets,4,208,210,N,A Deshmukh,V Kulkarni
275,2020,Kolkata,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,bat,Royal Challengers Bengaluru,normal,wickets,3,182,181,N,K Ananthapadmanabhan,V Kulkarni
276,2020,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Kolkata Knight Riders,normal,wickets,9,151,150,N,P Reiffel,K Ananthapadmanabhan
277,2020,Delhi,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Chennai Super Kings,normal,wickets,8,146,143,N,R Pandit,P Reiffel
278,2020,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,Rajasthan Royals,normal,wickets,4,158,162,N,P Reiffel,M Erasmus
279,2020,Chennai,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,normal,wickets,1,180,182,N,R Pandit,N Menon
280,2020,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,normal,runs,2,207,205,N,R Pandit,C Shamshuddin
281,2021,Lucknow,"BRSABV Ekana Stadium, Lucknow",Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,normal,runs,12,178,166,N,S Ravi,N Menon
282,2021,Chennai,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,Mumbai Indians,tie,runs,0,221,221,Y,M Erasmus,S Ravi
283,2021,Mumbai,"Wankhede Stadium, Mumbai",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Sunrisers Hyderabad,normal,wickets,2,201,202,N,C Shamshuddin,J Madanagopal
284,2021,Kolkata,"Eden Gardens, Kolkata",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Rajasthan Royals,normal,runs,24,201,177,N,C Shamshuddin,V Kulkarni
285,2021,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,normal,runs,27,213,240,N,R Pandit,K Ananthapadmanabhan
286,2021,Kolkata,"Eden Gardens, Kolkata",Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,Punjab Kings,normal,runs,12,166,178,N,J Madanagopal,M Erasmus
287,2021,Mumbai,"Wankhede Stadium, Mumbai",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,normal,runs,27,150,177,N,N Menon,R Pandit
288,2021,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Kolkata Knight Riders,normal,wickets,5,188,186,N,N Menon,V Kulkarni
289,2021,Mohali,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,bat,Royal Challengers Bengaluru,normal,wickets,1,162,161,N,S Ravi,N Menon
290,2021,Kolkata,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,normal,runs,22,240,218,N,N Menon,S Ravi
291,2021,Kolkata,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,normal,wickets,3,177,174,N,A Deshmukh,J Madanagopal
292,2021,Chennai,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Punjab Kings,Punjab Kings,bat,Chennai Super Kings,normal,wickets,7,198,196,N,K Ananthapadmanabhan,C Shamshuddin
293,2021,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,normal,wickets,7,182,183,N,J Madanagopal,C Shamshuddin
294,2021,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,normal,runs,10,190,180,N,J Madanagopal,K Ananthapadmanabhan
295,2021,Mumbai,"Wankhede Stadium, Mumbai",Delhi Capitals,Punjab Kings,Delhi Capitals,field,Punjab Kings,normal,runs,19,169,188,N,C Shamshuddin,N Menon
296,2021,Mumbai,"Wankhede Stadium, Mumbai",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,normal,runs,19,173,154,N,N Menon,V Kulkarni
297,2021,Delhi,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,Chennai Super Kings,normal,wickets,6,194,191,N,V Kulkarni,C Shamshuddin
298,2021,Kolkata,"Eden Gardens, Kolkata",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,Kolkata Knight Riders,normal,runs,44,204,248,N,V Kulkarni,N Menon
299,2021,Kolkata,"Eden Gardens, Kolkata",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,normal,runs,61,92,153,N,A Deshmukh,N Menon
300,2021,Kolkata,"Eden Gardens, Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,normal,runs,99,232,133,N,A Deshmukh,K Ananthapadmanabhan
301,2021,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,Kolkata Knight Riders,normal,runs,41,197,156,N,P Reiffel,J Madanagopal
302,2021,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Royal Challengers Bengaluru,normal,runs,17,203,186,N,M Erasmus,J Madanagopal
303,2021,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Punjab Kings,Mumbai Indians,field,Punjab Kings,normal,runs,29,166,195,N,A Deshmukh,J Madanagopal
304,2021,Mohali,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Chennai Super Kings,normal,runs,24,209,185,N,V Kulkarni,C Shamshuddin
305,2021,Mohali,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Rajasthan Royals,normal,runs,51,160,211,N,P Reiffel,K Ananthapadmanabhan
306,2021,Chennai,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Chennai Super Kings,normal,wickets,3,152,148,N,K Ananthapadmanabhan,A Deshmukh
307,2021,Chennai,"M. A. Chidambaram Stadium, Chennai",Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,normal,wickets,9,178,179,N,V Kulkarni,P Reiffel
308,2021,Mohali,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,field,Royal Challengers Bengaluru,normal,runs,31,180,211,N,A Deshmukh,V Kulkarni
309,2021,Delhi,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,bat,Sunrisers Hyderabad,normal,wickets,4,178,180,N,P Reiffel,M Erasmus
310,2021,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Delhi Capitals,normal,wickets,5,179,180,N,M Erasmus,P Reiffel
311,2021,Mumbai,"Wankhede Stadium, Mumbai",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Mumbai Indians,normal,runs,17,198,181,N,R Pandit,P Reiffel
312,2021,Chennai,"M. A. Chidambaram Stadium, Chennai",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Rajasthan Royals,normal,wickets,4,191,190,N,R Pandit,S Ravi
313,2021,Delhi,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,normal,runs,37,186,223,N,V Kulkarni,R Pandit
314,2021,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,normal,wickets,7,122,121,N,J Madanagopal,V Kulkarni
315,2021,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,Punjab Kings,normal,runs,23,200,177,N,R Pandit,C Shamshuddin
316,2021,Chennai,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Delhi Capitals,normal,runs,84,112,196,N,N Menon,J Madanagopal
317,2021,Mumbai,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Punjab Kings,normal,wickets,5,158,160,N,P Reiffel,M Erasmus
318,2021,Chennai,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,normal,wickets,1,167,168,N,C Shamshuddin,P Reiffel
319,2021,Jaipur,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,bat,Royal Challengers Bengaluru,normal,wickets,3,169,164,N,P Reiffel,K Ananthapadmanabhan
320,2021,Kolkata,"Eden Gardens, Kolkata",Chennai Super Kings,Punjab Kings,Punjab Kings,bat,Punjab Kings,normal,runs,18,188,206,N,N Menon,M Erasmus
321,2021,Jaipur,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,normal,runs,17,232,215,N,S Ravi,R Pandit
322,2021,Lucknow,"BRSABV Ekana Stadium, Lucknow",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,normal,runs,11,213,202,N,J Madanagopal,K Ananthapadmanabhan
323,2021,Mohali,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Delhi Capitals,normal,runs,1,194,193,N,N Menon,C Shamshuddin
324,2021,Chennai,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,normal,runs,20,157,177,N,J Madanagopal,A Deshmukh
325,2021,Jaipur,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,normal,wickets,4,176,173,N,A Deshmukh,R Pandit
326,2021,Chennai,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,normal,wickets,3,162,164,N,C Shamshuddin,J Madanagopal
327,2021,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,normal,runs,10,186,176,N,N Menon,C Shamshuddin
328,2021,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,normal,runs,49,194,145,N,V Kulkarni,J Madanagopal
329,2021,Delhi,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,normal,wickets,4,182,183,N,A Deshmukh,P Reiffel
330,2021,Chennai,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,normal,runs,28,203,175,N,S Ravi,N Menon
331,2021,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Punjab Kings,Punjab Kings,bat,Mumbai Indians,normal,wickets,3,158,156,N,C Shamshuddin,J Madanagopal
332,2021,Chennai,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,normal,wickets,3,205,211,N,R Pandit,S Ravi
333,2021,Jaipur,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Mumbai Indians,normal,wickets,4,183,178,N,K Ananthapadmanabhan,N Menon
334,2021,Jaipur,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,normal,wickets,4,191,192,N,S Ravi,C Shamshuddin
335,2021,Kolkata,"Eden Gardens, Kolkata",Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,normal,runs,8,204,196,N,V Kulkarni,C Shamshuddin
336,2021,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,field,Mumbai Indians,normal,wickets,5,155,154,N,R Pandit,K Ananthapadmanabhan
337,2022,Kolkata,"Eden Gardens, Kolkata",Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,Lucknow Super Giants,normal,wickets,5,165,170,N,S Ravi,J Madanagopal
338,2022,Jaipur,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,normal,wickets,5,184,187,N,N Menon,A Deshmukh
339,2022,Kolkata,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,normal,wickets,4,190,192,N,A Deshmukh,M Erasmus
340,2022,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,normal,runs,2,174,176,N,R Pandit,V Kulkarni
341,2022,Jaipur,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,field,Royal Challengers Bengaluru,normal,runs,27,178,205,N,V Kulkarni,N Menon
342,2022,Mohali,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,normal,wickets,1,164,161,N,J Madanagopal,S Ravi
343,2022,Mohali,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Rajasthan Royals,normal,runs,37,180,217,N,K Ananthapadmanabhan,N Menon
344,2022,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,normal,wickets,6,182,181,N,J Madanagopal,K Ananthapadmanabhan
345,2022,Delhi,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Royal Challengers Bengaluru,normal,wickets,6,156,153,N,A Deshmukh,P Reiffel
346,2022,Kolkata,"Eden Gardens, Kolkata",Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,Chennai Super Kings,normal,wickets,2,181,180,N,R Pandit,A Deshmukh
347,2022,Kolkata,"Eden Gardens, Kolkata",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,normal,runs,12,197,209,N,K Ananthapadmanabhan,N Menon
348,2022,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Rajasthan Royals,normal,wickets,5,152,153,N,S Ravi,C Shamshuddin
349,2022,Kolkata,"Eden Gardens, Kolkata",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Sunrisers Hyderabad,normal,runs,71,166,237,N,N Menon,C Shamshuddin
350,2022,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Mumbai Indians,Gujarat Titans,Mumbai Indians,field,Mumbai Indians,normal,wickets,7,172,171,N,K Ananthapadmanabhan,N Menon
351,2022,Jaipur,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,normal,runs,38,179,217,N,A Deshmukh,R Pandit
352,2022,Kolkata,"Eden Gardens, Kolkata",Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,bat,Gujarat Titans,normal,wickets,9,113,109,N,C Shamshuddin,V Kulkarni
353,2022,Mumbai,"Wankhede Stadium, Mumbai",Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Chennai Super Kings,normal,wickets,3,177,176,N,N Menon,J Madanagopal
354,2022,Kolkata,"Eden Gardens, Kolkata",Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Punjab Kings,normal,wickets,10,130,131,N,P Reiffel,K Ananthapadmanabhan
355,2022,Chennai,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Chennai Super Kings,normal,wickets,3,168,162,N,K Ananthapadmanabhan,V Kulkarni
356,2022,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Gujarat Titans,Delhi Capitals,field,Delhi Capitals,normal,wickets,1,167,166,N,S Ravi,N Menon
357,2022,Chennai,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,Kolkata Knight Riders,normal,wickets,5,133,127,N,J Madanagopal,P Reiffel
358,2022,Mumbai,"Wankhede Stadium, Mumbai",Punjab Kings,Gujarat Titans,Gujarat Titans,field,Punjab Kings,normal,runs,5,197,192,N,R Pandit,S Ravi
359,2022,Lucknow,"BRSABV Ekana Stadium, Lucknow",Punjab Kings,Lucknow Super Giants,Punjab Kings,field,Lucknow Super Giants,normal,runs,15,178,193,N,M Erasmus,J Madanagopal
360,2022,Chennai,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,normal,runs,53,154,207,N,J Madanagopal,N Menon
361,2022,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,Lucknow Super Giants,normal,runs,31,184,215,N,K Ananthapadmanabhan,N Menon
362,2022,Mumbai,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,Lucknow Super Giants,normal,runs,39,199,238,N,V Kulkarni,M Erasmus
363,2022,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,normal,runs,30,199,169,N,R Pandit,M Erasmus
364,2022,Chennai,"M. A. Chidambaram Stadium, Chennai",Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,bat,Lucknow Super Giants,normal,runs,41,174,215,N,N Menon,V Kulkarni
365,2022,Mohali,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,normal,runs,3,163,160,N,N Menon,P Reiffel
366,2022,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,field,Punjab Kings,normal,runs,38,147,185,N,M Erasmus,P Reiffel
367,2022,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Lucknow Super Giants,Lucknow Super Giants,field,Royal Challengers Bengaluru,normal,runs,33,199,166,N,J Madanagopal,C Shamshuddin
368,2022,Kolkata,"Eden Gardens, Kolkata",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,normal,runs,22,219,241,N,A Deshmukh,R Pandit
369,2022,Mohali,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,bat,Chennai Super Kings,normal,wickets,5,199,198,N,R Pandit,V Kulkarni
370,2022,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,normal,wickets,4,190,193,N,C Shamshuddin,J Madanagopal
371,2022,Mumbai,"Wankhede Stadium, Mumbai",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,normal,wickets,1,213,215,N,S Ravi,J Madanagopal
372,2022,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,bat,Delhi Capitals,normal,wickets,3,179,183,N,N Menon,R Pandit
373,2022,Jaipur,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,normal,runs,41,219,178,N,V Kulkarni,M Erasmus
374,2022,Delhi,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,Chennai Super Kings,normal,runs,2,222,220,N,K Ananthapadmanabhan,M Erasmus
375,2022,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,normal,wickets,3,174,173,N,A Deshmukh,V Kulkarni
376,2022,Delhi,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,normal,runs,38,230,192,N,M Erasmus,R Pandit
377,2022,Lucknow,"BRSABV Ekana Stadium, Lucknow",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,normal,runs,96,122,218,N,A Deshmukh,V Kulkarni
378,2022,Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Punjab Kings,normal,runs,2,197,195,N,A Deshmukh,K Ananthapadmanabhan
379,2022,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Punjab Kings,normal,wickets,8,197,198,N,P Reiffel,K Ananthapadmanabhan
380,2022,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,normal,wickets,7,90,96,N,K Ananthapadmanabhan,R Pandit
381,2022,Jaipur,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,field,Mumbai Indians,normal,wickets,4,161,160,N,A Deshmukh,S Ravi
382,2022,Mumbai,"Wankhede Stadium, Mumbai",Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,normal,runs,39,175,214,N,K Ananthapadmanabhan,V Kulkarni
383,2022,Hyderabad,"Rajiv Gandhi Intl. Stadium, Hyderabad",Mumbai Indians,Lucknow Super Giants,Mumbai Indians,bat,Lucknow Super Giants,normal,wickets,6,177,182,N,A Deshmukh,P Reiffel
384,2022,Chennai,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,normal,wickets,5,200,202,N,R Pandit,S Ravi
385,2022,Mumbai,"Wankhede Stadium, Mumbai",Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Delhi Capitals,normal,wickets,3,188,185,N,V Kulkarni,K Ananthapadmanabhan
386,2022,Lucknow,"BRSABV Ekana Stadium, Lucknow",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,normal,wickets,7,182,183,N,C Shamshuddin,A Deshmukh
387,2022,Jaipur,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,normal,runs,18,217,199,N,N Menon,K Ananthapadmanabhan
388,2022,Mohali,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,normal,wickets,8,196,197,N,V Kulkarni,A Deshmukh
389,2022,Mohali,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,normal,wickets,7,179,177,N,P Reiffel,V Kulkarni
